company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
BitRefine Group,https://e27.co/startup/bitrefine-group,bitrefine.group,Hong Kong,,September 2016,,1,"http://www.twitter.com/BitRefine,https://www.linkedin.com/company/17941446/",,,"Bitrefine group solves clients’ toughest challenges in the field of machine learning and computer vision. We offer deep data analysis, visual information comprehension, and automation applications","The manufacturing process in general and robotics in particular follows the traditional method of programming a device first and letting it perform the repetitive operation next. In contrast to this approach, machine learning and computer vision allows devices to see, think, and act accordingly. Machine learning in manufacturing will allow machines to solve the problems that typically can only be done by humans and in some cases solve problems that humans are unable to solve."
Gocom.vn,https://e27.co/startup/gocom-v,gocom.vn,Vietnam,Enterprise Solution,,,0,http://www.twitter.com/dacsanvungmien,,,"Find quality Manufacturers, Suppliers, Exporters, Importers, Buyers, best Price, Products and Trade Leads from our award-winning International Trade Site. Import & Export on gocom.vn","Find quality Manufacturers, Suppliers, Exporters, Importers, Buyers, best Price, Products and Trade Leads from our award-winning International Trade Site. Import & Export on gocom.vn."
RocketPunch,https://e27.co/startup/rocketpunch,rocketpunch.com,South Korea,Human Resources,,,0,"http://www.twitter.com/RocketPun_ch,https://www.facebook.com/rocketpunch.inc/",,,RocketPunch is the first and the biggest Korean startup recruiting platform which already connects more than thousands of talents to Korean startups.,RocketPunch is the first and the biggest Korean startup recruiting platform which already connects more than thousands of talents to Korean startups. RocketPunch expands its network to overseas to become the no.1 international job platform in Asia.
Toki.Games,https://e27.co/startup/toki-game,tokipot.com,Singapore,"Entertainment,Gaming",,,1,,,,,
miniDot,https://e27.co/startup/minidot,minidot.openmouse.co,Taiwan,Platform,,,1,"https://www.facebook.com/minidotapp/,https://www.linkedin.com/in/andy-fang-82504178/",,,Social Network for Real Connections,"miniDot is not a new product from the ground up but a polished one with all lessons learned from our iOS App Store featured apps (DearDays, Loop Journal and Loopify). The user feedback revealed that there is a subtle contradiction within people: they want to write their own stories, but their flat lives usually makes them speechless; they eager to be seen, not by friends or family but people they haven’t known; they don’t really need to be anonymous, another identity on the Internet is enough for them to feel comfortable with self-disclosure which is the key to turn strangers into friends; they wan feedback from their stories, but upcoming comments make them anxious and nervous."
Inbound Marketing Indonesia,https://e27.co/startup/inbound-marketing-indonesia,inboundid.com,Indonesia,"Agency & Consulting,Design ,Advertising,Software as a Service,Information & Communications Technology",,,0,"http://www.twitter.com/InboundID,https://www.facebook.com/InboundID,http://www.linkedin.com/company/inbound-marketing-indonesia",,,Inbound Marketing Indonesia is a pioneer in providing inbound marketing services for businesses in Indonesia. ,Inbound Marketing Indonesia is a pioneer in providing inbound marketing services for businesses in Indonesia. They have the technologies and qualified resources to help your company maximize the ROI of marketing efforts.
Chef Mantis,https://e27.co/startup/chef-manti,chefmantis.com,Indonesia,"Consumer,E-commerce,Food & Beverage,Logistics/Supply Chain,Information & Communications Technology",,,0,"http://www.twitter.com/chefmantis,http://facebook.com/chefmantisID",,,Chef Mantis is the place where you feel the sensation of being a chef fast and fun.,Chef Mantis is the place where you feel the sensation of being a chef fast and fun.
Mihuru,https://e27.co/startup/mihuru,mihuru.com,India,Finance,,,0,"https://web.facebook.com/therealmihuru?_rdc=1&_rdr,https://www.linkedin.com/company/13283504/",,,Mihuru is developing personal finance products to empower Indian millennials to achieve their travel and lifestyle goals. Guilt free.,Mihuru is developing personal finance products to empower Indian millennials to achieve their travel and lifestyle goals. Guilt free.
weddingmedia.co,https://e27.co/startup/weddingmedia-c,weddingmedia.co,Singapore,,September 2016,,1,,,,"Weddings Media is simply as the name suggests, We focused on capturing perfect moments during your perfect day.","Weddings Media is simply as the name suggests, We focused on capturing perfect moments during your perfect day. The difference is that we love our work, which is reflected by the quality we offer in our photography and videography opportunities. Not a single photo or video is taken without the highest attention to details, turning a simple snapshot into a work of art that can tell a story."
Jobleja,https://e27.co/startup/jobleja,jobleja.in,India,,January 2019,,1,"http://www.twitter.com/jobleja,https://www.facebook.com/Jobleja-2376818345930659/,https://www.linkedin.com/company/jobleja/",,,Jobleja will be your career advice and assistant in an application process and do a job search and apply on your behalf.,Jobleja have years of professional experience of employment services. Quality of our work is different from others because we fill complete application with 100% correct information and submit after double check. We always submit applications directly on company official website. We provide screenshots and complete excel spreadsheet of all applications.
Sehat Pvt. Ltd.,https://e27.co/startup/sehat-pvt-ltd,sehat.com,India,,,,1,,,,"Sehat.com is an online health portal aiming to educate, guide, and help patients make informed health decisions. We believe, when patients find the right doctor and right hospital.",
WanderSnap,https://e27.co/startup/wandersnap,WanderSnap.co,Hong Kong,"Platform,Social Enterprise,Travel",April 2016,,1,"http://www.twitter.com/loongstoryshort,http://www.facebook.com/wandersnap,https://cn.linkedin.com/in/jenloong",,,Asia's top platform for on-demand creatives for family and business moments. For life.,Look good • Do good
Galaxy infotech,https://e27.co/startup/galaxy-infotech,galaxyinfotech.net,India,"Design ,Mobile,Software as a Service,Agency & Consulting,Information & Communications Technology",December 2004,,0,"http://www.twitter.com/galaxyinfotech,https://www.facebook.com/pages/Galaxy-Infotech/149500478452141,http://www.linkedin.com/company/galaxy-infotech",,,"GALAXY INFOTECH is a Web design company and website development and Software development services firm based in Indore, India. ","GALAXY INFOTECH is a Web design company and website development and Software development services firm based in Indore, India. The company is dedicated to providing SEO consultantcy service 2D/3D Design and Animation work, Web Development Services, Corporate Multimedia CD presentations, SEO Services, and other Multimedia services which help in developing a strong corporate identity. Networking is the buzzword. And considering its growing importance, Galaxy infotech takes into account all activities related to it, viz, Exalted Graphics, Multimedia Enhancement, Our extensive experience and unmatched expertise in all the major web technologies including Microsoft ASP .Net, MS-SQL and customized solutions in open source technologies like PHP, MySql, Content management systems (wordpress, drupal, joomla, modx), Shopping carts (osCommerce, zencart, magento) has made us one of the fastest growing Web Application and Software development companies in India."
PDG Technologies,https://e27.co/startup/pdg-technologie,pdg-technologies.com,Vietnam,"Mobile,Agency & Consulting",,,0,"http://www.twitter.com/PDGTechJSC,https://www.facebook.com/pdgtech,https://www.linkedin.com/company/pdg-technologies",,,"PDG Technologies is a global software and game for mobile, with office in Vietnam and it also has a product named RetailFit.","PDG Technologies is a global software and game for mobile, with office in Vietnam and it also has a product named RetailFit."
Milu Labs,https://e27.co/startup/milu-lab,milulabs.com,Singapore,,,,0,,,,Our mission is to become Asia’s leading diagnostics and analysis company.,Our mission is to become Asia’s leading diagnostics and analysis company.
OutPax Connect,https://e27.co/startup/outpax-connect,outpax.co,Philippines,"Platform,Travel,Information & Communications Technology",July 2015,,0,"http://www.twitter.com/outpaxworld,http://www.facebook.com/outpaxworld",,,"OutPax is an outdoor events platform that allows users to discover, create & register to  activities happening around their location.","OutPax is an outdoor events platform that allows users to discover, create & register to  activities happening around their location."
Spare Parts 3D,https://e27.co/startup/spare-parts-3d,spare-parts-3d.com,Singapore,"Hardware,Enterprise Solution,Manufacturing",,,1,https://www.linkedin.com/company/spare-parts-3d,,,SP3D supports the digitalization of your inventory and enables on-demand & distributed production using 3D printing.,"Spare Parts 3D is a tech startup providing to home appliances manufacturers an end-to-end spare parts management system, thanks to a decentralised model of spare parts production using additive manufacturing technology."
ScaleUp Valley,https://e27.co/startup/scaleup-valley,scaleupvalley.com,United Kingdom,,January 2013,,1,"http://www.twitter.com/scaleup_valley,https://www.facebook.com/scaleupacademy.io/,https://www.linkedin.com/company/9284632/",,,"""Helping the leading scale ups grow into the giants of tomorrow """,STARTING UP IS HARD.
LadiPage Vietnam,https://e27.co/startup/ladipage-vietnam,ladipage.vn,Vietnam,"Design ,E-commerce,Advertising,Software as a Service,Information & Communications Technology",June 2017,,1,,,,"LadiPage is a Landing Page Builder, using drag and drop method to help marketers create Landing Page quickly by themself without any code requirements.",
"I Hit The Jackpot, LLC",https://e27.co/startup/i-hit-the-jackpot-llc,ihitthejackpot.com,United States of America,,,,1,,,,"Unique gaming brand/platform that combines gaming, social casino games, contests and  sweepstakes.",
Ocean House,https://e27.co/startup/ocean-house,oceanhouse.com.au,Australia,,,,1,,,,"Ocean House is extraordinary. A holiday house on the Great Ocean Road that once experienced, is never forgotten. Just 100m stroll from North Lorne’s secluded beach, Ocean House redefines the concept o",
ReadySales,https://e27.co/startup/readysale,readysales.asia,Singapore,"Mobile,Enterprise Solution,Software as a Service,Information & Communications Technology",,,0,"http://www.facebook.com/ReadySales,https://www.linkedin.com/company/6470199?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A6470199%2Cidx%3A1-1-1%2CtarId%3A1441858113543%2Ctas%3AReadySales",,,ReadySales is the mobile CRM solution for the new generation of professionals. In collaboration with sales professionals of major companies.,ReadySales is the industry’s first mobile CRM assistant.
Lifetrack Medical Systems,https://e27.co/startup/lifetrack-medical-system,lifetrackmedicalsystems.com,Philippines,"Agency & Consulting,Healthtech,Software as a Service",,,0,https://www.linkedin.com/company/4823125?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A4823125%2Cidx%3A2-1-2%2CtarId%3A1446189939927%2Ctas%3A%20Lifetrack%20Medical%20Systems,,,"Lifetrack Medical Systems, Inc is the first Asian focused Teleradiology Company to offer both USA International Standard Professional Services.","Lifetrack Medical Systems, Inc is the first Asian focused Teleradiology Company to offer both USA International Standard Professional Services as well as the first RIS/PACS with Integrated Decision Support. They are also the Pioneers of a 100% dual read model Guaranteeing USA International Standard Quality reads on 100% of cases while allowing full integration with your local Radiologists."
Rentafi Pte Ltd,https://e27.co/startup/rentafi-pte-ltd,rentafi.com,Singapore,"Mobile,Information & Communications Technology",,,0,"http://www.twitter.com/Rentafi,https://www.facebook.com/Rentafi",,,Rentafi is a 4G mobile hotspot rental service in Singapore,Rentafi is a 4G mobile hotspot rental service in Singapore.
Darveys,https://e27.co/startup/darvey,darveys.com,India,,,,0,"http://www.twitter.com/Darveyscom,https://www.facebook.com/Darveys",,,"To remarkably extend the boundaries of the Indian luxury fashion market, evolving Darveys as a big sensation.","Broaden your reach for luxury fashion with Darveys.com, a one-stop online fashion store that brings forth all the high-end fashion houses under one roof. Our exhaustive catalog caters to ready-to-wear, accessories, shoes, bags and more from world-famous labels. The inventory is inspired by international runways, celebrity looks, and on-trend classic style. The collections from popular names across the world are available here at discounted prices to match your needs and wants. The website picks the labels and the products from the world and brings it to the Indian audience. We at Darveys work hard to bring together a curated edition of all that you need to step out in style. There is a membership plan which makes you the boss and lets you choose the best products from the different brands at discounted prices."
Altair Semiconductor,https://e27.co/startup/altair-semiconductor,altair-semi.com,Israel,"Hardware,Manufacturing,Mobile",May 2005,,0,"http://www.twitter.com/AltairSemi,https://www.linkedin.com/company/altair-semiconductor",,,Altair is a semiconductor company developing mobile WiMAX silicon solutions optimized for handsets and handheld devices.,"Altair is a fabless semiconductor company based in Israel that is developing state of the art, ultra low power mobile WiMAX silicon solutions optimized for handsets and handheld devices."
Qwords,https://e27.co/startup/qword,qwords.com,Indonesia,Information & Communications Technology,,,0,"http://www.twitter.com/Qwordsdotcom,https://www.facebook.com/qwordsdotcom",,,"Top 5 Cloud Hosting Company in Indonesia, Data Center and Managed Hosting Provider | Call Center: 0804-1-808-888","They focused on Information & Technology Business, Proud to be a part of Retail Service Industry and serving their customer like their partner."
brandrefinery.co.uk,https://e27.co/startup/brandrefinery-co-uk,brandrefinery.co.uk,United Kingdom,,,,1,,,,"brandrefinery.co.uk is an one of the best online Crowdfunding Consultant in UK, Here you can promote your product in various places  just visit our site and contact with us for latest offers.",
Insomniacs,https://e27.co/startup/insomniac,insomniacs.in,India,,April 2015,,1,"http://www.twitter.com/beinsomniacs,https://www.facebook.com/beinsomniacs/?fref=ts,https://www.linkedin.com/company/insomniacs/",,,"Insomniacs, a web development company in Mumbai, gift your business a website and let the internet set things rolling.",
5xRuby,https://e27.co/startup/5xruby,5xruby.tw,Taiwan,Education,,,0,,,,5xRuby has helped to build the Ruby developer community in Taiwan by being the lead evangelists for the region.,"5xRuby has helped to build the Ruby developer community in Taiwan by being the lead evangelists for the region. The firm caters to high tech clients from Japan, Hong Kong & Taiwan developing web and mobile applications."
Utagoe,https://e27.co/startup/utagoe,utagoe.com,Japan,"Entertainment,Media,Mobile,Software as a Service,Information & Communications Technology",January 2001,,0,"http://www.twitter.com/momentdiary,http://www.facebook.com/momentdiary",,,Utagoe is a web company specializing in video and communication technologies. It is headquartered in Tokyo with a branch office in San Jose.,"Utagoe is a web company specializing in video and communication technologies. It is headquartered in Tokyo with a branch office in San Jose. The company name means ""singing voice"" in Japanese. It is a symbol for communications common to human races, exceeds the generations, religions or languages."
Laku6,https://e27.co/startup/laku6,laku6.com,Indonesia,"E-commerce,Mobile,Information & Communications Technology",,,0,https://www.facebook.com/Laku6com-1598612930405678/,,,Laku6.com solves the problem of Buying and Selling used phone. Laku6.com goal is to realize Purchase \ Sales Hp Second Safe and Simple.,"Laku6.com solves the problem of Buying and Selling used phone. The current experience of buying and selling used phones is very vague and uncertain, buyers are not informed on the accurate market price and sellers are usually random forum users. Offline stores experience is even worse. Laku6.com provides recently daily data on market price and trends of the popular phones and also provides quality assurance on the devices they sell."
Goappx,https://e27.co/startup/goappx,goappx.com,United States of America,,January 2010,,0,"http://www.twitter.com/goappx,https://www.linkedin.com/company/goappx",,,Goappx - A leading IT firm offers on-demand web and mobile applications.,Goappx's mission is to help all the vendors covert their local business into online and make it universally accessible and useful.
Mices Technology,https://e27.co/startup/mices-technology,mices.com.my,Malaysia,Advertising,January 2001,,1,,,,We help to build your website and mobile apps (e-Commerce solution) and bring traffic to your business (online advertising solution).,
Invade Space,https://e27.co/startup/invade-space,invade.co,Singapore,Retail,,,0,https://www.linkedin.com/company/10498254,,,Invade Space deals with retail management services and retail spaces.,Invade Space deals with retail management services and retail spaces.
ExtraCarbon,https://e27.co/startup/extracarb,extracarbon.com,India,"E-commerce,Energy",,,0,"http://www.twitter.com/ExtraCarbon,https://www.facebook.com/Extracarboncom,https://www.linkedin.com/company/www-extracarbon-com",,,Extracarbon.com is built by small team in Gurgaon. It is a young and energetic organisation that aims to reduce the carbon from planet through effective waste collection,Extracarbon.com is built by small team in Gurgaon. It is a young and energetic organisation that aims to reduce the carbon from planet through effective waste collection and its proper recycling as well as conserving energy. At Extracarbon.com we strive to accomplish the highest level of “User Participation” possible.
Zenprint (Australia) PTY LTD,https://e27.co/startup/zenprint-australia-pty-ltd,zenprint.com.au,Australia,E-commerce,June 2018,,1,"http://www.twitter.com/ZenprintA,https://www.facebook.com/zenprintaustralia/,https://www.linkedin.com/company/zenprint-australia-pty-ltd/",,,"Zenprint offers online printing services in Australia. Free and fast delivery, high-quality products, and easy ordering process make us #1 Printing Company in Australia.","The fastest growing Online Printing company in Australia, Zenprint Australia offers high-quality digital and offset printing products at affordable prices. Working with us, our customers are able to quickly configure and order business cards, brochures, flyers, leaflets, and other products."
Jaco,https://e27.co/startup/jac,getjaco.com,Israel,"Big Data,Software as a Service",,,0,https://www.facebook.com/getjaco,,,"jaco is a new gen usability platform, allowing product & analytics teams to understand how their customers are really using their product.","jaco is a new gen usability platform, allowing product & analytics teams to understand how their customers are really using their product."
Fitbit,https://e27.co/startup/fitbit,fitbit.com,United States of America,"Consumer,Healthtech,Internet of Things,Mobile,Information & Communications Technology",May 2007,,0,"http://www.twitter.com/fitbit,http://www.facebook.com/fitbit,http://www.linkedin.com/company/fitbit",,,"Fitbit offers compact, wireless, wearable sensors that track a person’s daily activities in order to promote a healthy lifestyle.","Fitbit inspires people to exercise more, eat better and live healthier lifestyles."
ButuhBelanja,https://e27.co/startup/butuhbelanja,butuhbelanja.com,Indonesia,E-commerce,,,0,http://www.twitter.com/butuhbelanja,,,ButuhBelanja is a Malang based e-commerce that focuses on daily food and grocery shopping for individual and SMEs.,ButuhBelanja is a Malang based e-commerce that focuses on daily food and grocery shopping for individual and SMEs.
M-Health Tech,https://e27.co/startup/m-health-tech,mhealth.tech,Indonesia,,2013,,1,https://www.linkedin.com/company/m-health-tech?trk=company_logo,,,"We are a secure healthcare platform that unites users, doctors, insurance companies, pharmacies and laboratories into a simple ecosystem of mobile applications.",Mobile Health Technology (M-Health Tech) merupakan sebuah perusahaan yang bergerak di bidang Online Healthcare Technology di bawah naungan PT. Polinasi Iddea Investama.
Trip38,https://e27.co/startup/trip38,trip38.com,India,"Agency & Consulting,Mobile,Software as a Service,Travel",January 2013,,0,"http://www.twitter.com/trip38app,https://www.facebook.com/Trip38,http://www.linkedin.com/company/trip38",,,Trip38 is a mobile-first travel technology solutions provider aiming to redefine how consumers explore destination. ,"With a combined experience of more than 80 years in the areas of travel services, technology, consulting, consumer internet, e-commerce, product strategy and of course successful product start-up experience, They aim to redefine the way consumers travel."
Biosciences,https://e27.co/startup/bioscience,bdbiosciences.com,Singapore,"Biotech,Healthtech",,,0,,,,"BD Biosciences provides flow cytometers, reagents, tools and a wide range of services to support the work of researchers and clinicians who understand disease and improve care.","BD Biosciences provides flow cytometers, reagents, tools and a wide range of services to support the work of researchers and clinicians who understand disease and improve care."
Fipin,https://e27.co/startup/fipi,fipin.com,Singapore,Enterprise Solution,,,0,"http://www.twitter.com/FipinApp,https://www.facebook.com/fipinapp,https://www.linkedin.com/company/fipin",,,Laundry service for tourists in Singapore.,Laundry service for tourists in Singapore.
Selfdrvn Enterprise,https://e27.co/startup/selfdrvn-enterprise,selfdrvn.com,Malaysia,"Big Data,Mobile,Software as a Service,Agency & Consulting,Information & Communications Technology",June 2015,,0,"http://www.twitter.com/selfdrvn,http://facebook.com/selfdrvn,http://linkedin.com/company/selfdrvn",,,"Selfdrvn provides cloud-based Employee Engagement Platform with mobile technology, gamification and big data analytics.","SelfDrvn provides cloud-based Employee Engagement Platform with mobile technology, gamification and big data analytics."
Attorneys Phuket Thailand,https://e27.co/startup/attorneys-phuket-thailand,attorneysphuket.com,Thailand,"Agency & Consulting,Education,Legal",,,0,"http://www.twitter.com/AttorneysPhuket,https://www.facebook.com/pages/Attorneys-Phuket-Thailand/200784513432656,http://th.linkedin.com/pub/attorneys-phuket-thailand/73/6b6/9bb",,,"A full service law firm on the island of Phuket offering corporate, property, and immigration services to foreign and local citizens","A full service law firm on the island of Phuket offering corporate, property, and immigration services to foreign and local citizens"
Bipzy Limited,https://e27.co/startup/bipzy-limited,muktomall.com,Bangladesh,E-commerce,,,1,,,,Muktomall.com is a B2B & B2C online shopping platform in Bangladesh. We provide both wholesale and retail shopping service. Hassle-free shopping at the best price and fast shipping is our motive.,
Bosbis,https://e27.co/startup/bosbi,bosbis.com,Indonesia,"Transportation,Travel",,,0,"http://www.twitter.com/bosbisdotcom,https://www.facebook.com/Bosbiscom-763861927016515,https://www.linkedin.com/company/pt-media-baru-digital",,,"Bosbis.com is a website owned and operated by PT. New Media Digital. Bosbis aims to facilitate the public to purchase bus tickets, travel tickets online.","Bosbis.com is a website owned and operated by PT. New Media Digital. Bosbis aims to facilitate the public to purchase bus tickets, travel tickets online."
Umoove,https://e27.co/startup/umoove,umoove.me,Israel,"Healthtech,Mobile,Software as a Service",January 2010,,0,"http://www.twitter.com/UmooveMe,https://www.facebook.com/Umoove,https://www.linkedin.com/company/umoove-ltd-",,,"Umoove is the first ever, pure software, face and eye tracking, for any mobile device.","Founded in 2010, Umoove is the first ever, pure software, face and eye tracking, for any mobile device. No extra hardware needed. A unique technology (20 filed patents so far), built from ground up, that has attracted the attention of many of the biggest companies in the world."
Day Zero Technology Pte. Ltd.,https://e27.co/startup/day-zero-technology-pte-ltd,dayzero.tech,Singapore,"Enterprise Solution,Software as a Service,Agency & Consulting",July 2017,,1,"http://www.twitter.com/DayZeroTech,http://www.facebook.com/dayzerotech/,http://www.linkedin.com/company/dayzerotech/",,,"Day Zero accelerates company familiarisation & simplifies the onboarding process. Our employee experience solution, delivered via a mobile app, involves new hires from the moment they accept an offer.",Day Zero was formed through the collective experience of recruitment and technology leaders who recognise first-hand the commercial advantage of engaging great talent from the very beginning in the growth of successful business.
,https://e27.co/startup/innteract-asia,innteract.asia,,,,,0,,,,,
P2P Solutions,https://e27.co/startup/p2p-soluti,peoplesolutions.com.sg,Singapore,"Enterprise Solution,Software as a Service",,,0,,,,P2P Solutions business model remains focus on dedicated customer services in IT industry that limiting themselves to handle only a handful of quality customer.,P2P Solutions business model remains focus on dedicated customer services in IT industry that limiting themselves to handle only a handful of quality customer.
Basil Biosolutions,https://e27.co/startup/basil-biosoluti,basilbio.com,India,"Biotech,Healthtech",December 2014,,1,,,,"Basil Biosolutions is a one stop solution for all your research needs. We represent the major suppliers of instruments, consumables and reagents in the field of Molecular Biology (Life-sciences)",
Grafikdistrict Solutions,https://e27.co/startup/grafikdistrict-soluti,grafikdistrict.com,Malaysia,,December 2016,,1,http://www.facebook.com/grafikdistrict/,,,"A one stop solutions for graphic and multimedia design. Specialised in brands, animation, films and print design. Apart from that we provide training in graphic design related applications and tools.","Grafikdistrict is a semi modern industrial space dedicated to the development of graphic design in the form of work, writing, education and retail. The space is a platform for graphic, interior, architecture, product or industrial designers, animator, film maker and motion grapher to grow from just providing design services to an entrepreneur in the creative environment. GrafikDistrict consist of 4 districts, they are:"
Akubic,https://e27.co/startup/akubic,akubic.com,Taiwan,,,,0,,,,Akubic is an IoT solution provider with water monitoring technology.,"Akubic is an IoT solution provider with water monitoring technology. Its sensors can measure and upload multiple water parameters to its cloud-based platform, enabling the monitoring, recording, and analysis of real-time data, providing alerts and enabling decision across aquaculture and water resource management related sectors."
CJ CGV Vietnam,https://e27.co/startup/cj-cgv-vietnam,cgv.vn,Vietnam,Entertainment,December 2005,,0,,,,,
naked Retreats,https://e27.co/startup/naked-retreat,nakedretreats.cn,China,Real Estate,,,0,https://www.facebook.com/naked-Retreats-219041418155574/,,,"naked Retreats offers an accessible refuge, a place to regain balance and restore yourself through closeness to nature, tranquillity, exercise and therapy, in luxurious rural lodgings.","Mankind wasn’t designed to live in a city, to spend his or her days in a glass box, to succeed or fail according to a piece of paper. Our feet aren’t even meant to wear shoes. We are children of Mother Nature. We were born naked."
Breakout,https://e27.co/startup/breakout,breakoutescapegame.com,Malaysia,"Design ,Education,Entertainment,Gaming,Retail,Sports",,,1,http://facebook/breakoutmy,,,"We are an educational entertainment company that design, manufacture, operate and franchise escape game around the world. So far, we have present in USA, Canada, Saudi Arabia, Myanmar &  Malaysia",
Damo,https://e27.co/startup/dam,damo.co,Taiwan,"Agritech,Consumer,Hardware,Mobile",,,0,"http://www.twitter.com/MeetDamo,http://www.facebook.com/meetdamo",,,Damo is the world's first interactive WiFi Display accessory for Android devices.,Damo is the world's first interactive WiFi Display accessory for Android devices.
Standigm,https://e27.co/startup/standigm,standigm.com,South Korea,"Biotech,Energy",,,0,,,,They use the best ideas from artificial intelligence and systems biology,NEW STANDARD FOR PARADIGM-SHIFT DRUG DISCOVERY
GoOutz Yangon,https://e27.co/startup/gooutz,gooutz.com,Singapore,"Advertising,Food & Beverage,Mobile",,,1,"https://www.facebook.com/gooutzyangon/,https://www.linkedin.com/in/kyaw-myint-tin-aa014152/",,,It was launched in 2017 with a mission to help people find the perfect places to enjoy their meals with the people they love. Gooutz to discover great places to eat.,"It was launched in 2017 with a mission to help people find the perfect places to enjoy their meals with the people they love. Gooutz to discover great places to eat – be it for first date, a quick meal nearby, brunch with friends, or a family celebration."
AbilityonWheels,https://e27.co/startup/abilityonwheel,abilityonwheels.org,India,,,,1,"http://www.twitter.com/AbilityonWheels,https://www.facebook.com/abilityonwheels/",,,Ability on Wheels is an effort to encourage the differently- abled to take a big leap towards leading a normal life by increasing mobility and accessibility services and solutions.,"Ability on Wheels is an effort to encourage the differently- abled to take a big leap towards leading a normal life by increasing mobility and accessibility services and solutions. As a first step in this direction, it has launched a first- of- its- kind driving school in India, exclusively for the differently- abled using customized cars in Ahmadabad."
Bluescheme,https://e27.co/startup/bluescheme,bscheme.com,Bangladesh,"Enterprise Solution,Platform",,,0,http://www.twitter.com/b_scheme,,,"A full-service digital agency providing technology services across different industries. A technology firm providing digital media services, cloud solutions and building online ventures.","A technology firm providing digital media services, cloud solutions and building online ventures."
Spark Systems Pte Ltd,https://e27.co/startup/spark-systems-pte-ltd,sparksystems.sg,Singapore,Platform,April 2016,,1,https://www.linkedin.com/company/spark-systems-pte-ltd/,,,"Spark seeks to bridge the gap between product offerings and user needs. Our unique position allows us to play a facilitative role between liquidity providers and takers, enhancing your FX solution.",FX TODAY
Automation Laboratories,https://e27.co/startup/automation-laboratorie,automationlaboratories.com,India,,,,1,"http://www.twitter.com/automationlabo1,https://www.facebook.com/automationlaboratories,https://www.linkedin.com/company/automation-laboratories-home/",,,"Automation Laboratories is an online learning platform featuring 10,000+ courses taught by expert instructors. Take courses in anything from programming languages like Python,Selenium,Automation,AI","Automation Laboratories (https://www.automationlaboratories.com/ ) is an online learning platform featuring 10,000+ courses taught by expert instructors. Take courses in anything from programming languages like Python,Selenium,Automation,AI and Java to personal development classes like design, drawing, writing and yoga. Join the more than 24 million students who are mastering new skills, advancing their careers, and exploring new hobbies on Automation Laboratories."
iMMERSiVELY.co,https://e27.co/startup/immersively-c,immersively.co,Singapore,,,,1,,,,"iMMERSiVELY (Singapore & Malaysia) is a creative startup specialising in immersive technologies, such as Augmented, Virtual and Mixed Reality for corporates and businesses.","iMMERSiVELY is a creative startup specialising in immersive media technologies – producing applications and solutions for businesses across various industries in South East Asia. From Augmented and Virtual reality content and technology development, to 360° content production and more, iMMERSiVELY harnesses these technologies to advance communication, innovation, story narratives and in education."
Gozoomo,https://e27.co/startup/gozoom,gozoomo.com,India,"Automotive,Consumer,E-commerce,Advertising,Information & Communications Technology",,,0,"http://www.twitter.com/gozoomo,https://www.facebook.com/gozoomo,https://www.linkedin.com/company/zoomo-app",,,GoZoomo is a Bangalore based technology start-up pioneering in peer-to-peer transactions of pre-owned cars and providing a hassle free experience.,GoZoomo is a Bangalore based technology start-up pioneering in peer-to-peer transactions of pre-owned cars and providing a hassle free experience.
Gyaanzone,https://e27.co/startup/gyaanzone,gyaanzone.com,India,"Agency & Consulting,Education,Human Resources,Information & Communications Technology",,,0,"http://www.twitter.com/Gyaanzone,https://www.facebook.com/Gyaanzone/,https://www.linkedin.com/company/gyaanzone",,,Gyaanzone is a web portal which endeavours to answer questions arising regarding any issues in the life cycle of a career.,"Gyaanzone is a web portal which endeavors to answer questions arising regarding any issues in the life cycle of a career. From College selection to Job Procurement and from faculty decisions to prospective employers, Gyaanzone will help the decision making and make it simpler to choose out of the many available ideas. Gyaanzone is not only vying to walk you through colleges, universities or job opportunities but much more."
PhotoPeach,https://e27.co/startup/photopeach,photopeach.com,Japan,"Social Enterprise,Information & Communications Technology",,,0,http://www.twitter.com/photopeach,,,PhotoPeach helps you share your memories in a lively and vivid way by moving your photos like a video.,PhotoPeach helps you share your memories in a lively and vivid way by moving your photos like a video.
Trainium Academy,https://e27.co/startup/trainium-academy,trainiumacademy.com,Singapore,Agency & Consulting,,,0,,,,"Trainium Academy helps others discover their elements of success, including mindset, mastery and money skills through training and coaching programmes.","Trainium Academy helps others discover their elements of success, including mindset, mastery and money skills through training and coaching programmes. Specific topics of specialisation include personal branding, future-readiness and financial planning."
Zaplon Tech,https://e27.co/startup/zaplon-tech,zaplontech.com,India,"Advertising,Media,Mobile,Software as a Service,Information & Communications Technology",November 2012,,0,"http://www.twitter.com/ZAPLONtECH,https://www.facebook.com/ZAPLONtECH,https://www.linkedin.com/company/zaplon-tech",,,"Zaplon Tech provides services about Infrastructure and Website development, Social media marketing.","Zaplon Tech provides services about Infrastructure and Website development, Social media marketing."
Handbags Singapore,https://e27.co/startup/handbags-singapore,1030am.com,Singapore,,,,1,,,,Discover the latest fashionable and luxurious collections of handbags to add to your personal collections! Search for the handbag that is not only of high quality but also will complete your fashion.,
